,_BANK,entropy
7280,gavel,4.622139011922105
7281,lakhs,4.924584375547006
7282,clone,5.041621453197884
7283,akees,4.975886457774603
7284,cosed,5.226598518162532
7285,bourd,4.552940919667179
7286,stuff,3.5480727625659574
7287,strip,5.050852330728864
7288,wonky,3.9431496219134754
7289,noint,4.269022194983189
7290,brays,5.040208967942855
7291,roams,5.559568533240109
7292,haint,4.966037317380899
7293,beath,4.859246022157017
7294,balsa,4.544413166189676
7295,trois,5.6156278923809735
7296,burka,4.422881590480833
7297,lobby,3.5902011684783686
7298,keens,4.737795794736294
7299,pixes,4.778389808103922
7300,lumme,3.9957269117800673
7301,ruggy,3.4399446080394256
7302,dykon,4.067541980818053
7303,skein,5.058485271538649
7304,tawts,4.449199674994044
7305,queys,4.192398733345493
7306,keeks,3.915333093452176
7307,roble,5.1215029933507585
7308,roots,4.927515140384982
7309,narky,4.7148843209245115
7310,clype,4.446092339721316
7311,boras,5.5415820652197
7312,veges,4.2872212976167825
7313,gyved,3.8541600426385827
7314,synod,4.864886743739456
7315,hoing,4.3641362869626725
7316,glint,4.523197570928535
7317,rubin,4.471380042082734
7318,moits,5.323359256567033
7319,basts,4.727151883787665
7320,toros,4.975867073416257
7321,geeky,3.8077434445289597
7322,squit,4.279850370707915
7323,palps,4.616202934423508
7324,kumys,4.219737280645909
7325,sural,5.489304801897947
7326,fizzy,2.5808431804292358
7327,conin,4.070814717935768
7328,fisty,4.443472227073864
7329,lacer,5.381176152708202
7330,matai,4.417793063236112
7331,borak,4.7331393999024485
7332,stown,4.632607670427428
7333,zouks,4.219817649212497
7334,ticca,4.096391191977592
7335,neese,4.144343469400924
7336,tases,5.439158169190762
7337,ryked,4.506684599265037
7338,fussy,3.6518463220356185
7339,thump,3.823037232350755
7340,loper,5.19354502687864
7341,phoca,4.369132615232888
7342,silty,5.1552663534169945
7343,fusel,4.831799002780004
7344,azury,4.084689365646644
7345,wolds,4.815614708257059
7346,bevel,3.857312858374567
7347,oyers,5.33922841663458
7348,flack,3.9705500341200484
7349,alcid,4.759180508093885
7350,merel,4.730827392365414
7351,velds,4.844965012275198
7352,holks,4.814442541974454
7353,dunam,4.537575743256068
7354,genii,4.134062875224538
7355,garbo,4.698471301057519
7356,tepoy,4.803622606357983
7357,renin,4.565388929344202
7358,foggy,3.130908074998374
7359,malar,4.562635177904644
7360,fands,4.936082955102565
7361,pownd,4.11714760372198
7362,yucca,3.583210190535892
7363,drusy,4.678653821691766
7364,gripe,4.842458790627449
7365,ascot,4.935178308031762
7366,ixias,4.039530168228487
7367,forza,4.141264666369674
7368,sagas,4.253122717095451
7369,inurn,3.8709121873828454
7370,craps,5.220461004517158
7371,oller,4.599012620965698
7372,trefa,4.939037915207335
7373,sauch,4.8832670555009345
7374,etude,4.197309749943936
7375,baffy,3.2777079496942627
7376,shoos,3.926490961404513
7377,spurn,4.802263439283878
7378,alkyl,3.6391566086403087
7379,gesso,4.546923803641377
7380,idled,4.1890811513658885
7381,yelps,5.086693709206554
7382,twixt,2.918146732335969
7383,paced,4.947006583332854
7384,clast,5.10183037789033
7385,joram,4.354578185595791
7386,bodes,5.3195392724074235
7387,cloop,3.7969896159603644
7388,carom,4.931817969717596
7389,jinks,4.2058092816799535
7390,tranq,4.348364723182001
7391,fumes,4.824120612183783
7392,broom,3.826415100932722
7393,firks,4.696711551794098
7394,ogees,4.775700114488437
7395,dandy,4.04893062795225
7396,ympes,4.799842146972846
7397,gourd,4.5570548371237924
7398,psoas,4.754599144034327
7399,astir,5.284363450695503
7400,futon,4.235359549803324
7401,iglus,4.663618629824878
7402,facet,4.851243705109458
7403,whine,4.4499601769188954
7404,sloyd,4.893949464415494
7405,egest,4.294943416061862
7406,older,5.107569981547609
7407,asura,4.539208040006803
7408,waltz,4.013635561049373
7409,logie,5.076812402068164
7410,winds,4.678561035465999
7411,raced,5.270986985525633
7412,arked,5.031989180439062
7413,coxed,4.24426248720303
7414,korun,4.588760959632747
7415,rices,5.618707725752356
7416,nomes,5.491460750823343
7417,corno,4.253877671345904
7418,waxed,4.153025839645868
7419,honed,4.924446068070214
7420,wires,5.462583457104461
7421,party,4.9819819377574115
7422,angle,4.965353820146215
7423,powan,4.451540159501507
7424,route,5.339383364915795
7425,cesta,5.389783103832325
7426,ruffs,3.8502190706570216
7427,gaums,4.930861512048606
7428,karns,5.397329709685952
7429,scats,4.727118700839207
7430,trapt,4.317146291628072
7431,neafe,4.46409730796245
7432,skeet,4.731635272996583
7433,sacra,4.887599221368377
7434,jelly,3.5096952237130976
7435,mamas,4.063300837786885
7436,dholl,3.787983885047398
7437,touzy,3.9588103449175436
7438,zobus,4.204439811424456
7439,kurta,4.75771313114384
7440,acais,4.795833932624791
7441,gomer,4.920478625540585
7442,lamed,5.163401496398177
7443,mobes,5.261813618477482
7444,chaps,4.771594624446759
7445,crues,5.465396033030516
7446,ideas,5.444946454370356
7447,bless,4.602370907380418
7448,roary,4.5127814161653
7449,proto,4.207251693353502
7450,flics,4.605510492695881
7451,bantu,4.62265194190654
7452,hejra,4.433694148779252
7453,width,3.9780987433965103
7454,triad,5.231702336535615
7455,tizes,5.061249814465796
7456,gilly,3.72830840299551
7457,metre,4.679231901658693
7458,allel,3.9255480971899614
7459,defis,5.028699856723133
7460,mooed,4.379431686814717
7461,crane,5.348351632662395
7462,yipes,5.20133636775245
7463,ordos,4.634916485087778
7464,lipid,3.827962992086897
7465,pinot,4.782674426827128
7466,limby,4.104994174036849
7467,casks,4.470885437857888
7468,altar,4.6372320311890975
7469,pygal,4.248032948434777
7470,hevea,4.102367154083881
7471,wrath,4.4860251027196965
7472,soler,5.864604048752631
7473,redan,5.307159648708778
7474,waler,5.181100157107029
7475,dreed,3.964128601387732
7476,wreak,4.632500119064634
7477,brome,4.849855666318166
7478,sorry,4.65614356251925
7479,kiwis,3.7979376087275534
7480,durrs,4.494290726755493
7481,corni,4.900528716660237
7482,scatt,4.512670948832562
7483,feeze,2.828331251454568
7484,nacho,4.50710909415295
7485,godet,4.896119084357106
7486,curdy,4.315236823133727
7487,youks,4.642485924148552
7488,buhrs,4.589886215927804
7489,sprat,5.382092013195643
7490,verve,3.4407602063482114
7491,ouija,4.115157115184727
7492,inorb,4.481627346246159
7493,kaiak,3.566956884468458
7494,foehn,4.379665351819644
7495,saist,5.11634447649883
7496,glans,5.177970433885196
7497,equal,4.144718097543202
7498,rowts,5.054704902892328
7499,orant,5.195503529192064
7500,dilly,3.909075052767036
7501,vicar,4.460270663169834
7502,goold,3.9545529526032603
7503,shchi,3.75639017641524
7504,outed,4.92105385934701
7505,borde,5.04359788324274
7506,raits,5.860262295248508
7507,bulky,3.8567653032139524
7508,glent,4.70208772737786
7509,bevue,3.671002346300357
7510,soots,4.293411766422196
7511,kenos,5.3050413145229065
7512,vexer,3.4940021779257986
7513,dumpy,3.857200477528791
7514,halwa,3.850541100267386
7515,lazed,4.6793195367829
7516,naggy,3.719621465228852
7517,quays,4.237396306867252
7518,yewen,4.001846148219773
7519,poort,4.288319077781866
7520,paged,4.8538825092908855
7521,triff,3.65516289554376
7522,boggy,3.300625700761544
7523,gappy,3.6032956929111695
7524,tenno,4.4578224208492685
7525,cholo,3.7604751242623857
7526,fable,4.735348237513116
7527,fling,3.9538193034687876
7528,jinns,3.8136825556759706
7529,reave,4.541755405047237
7530,fleer,4.330167483714579
7531,kelts,5.2828343344895945
7532,melty,4.785021495087624
7533,twang,4.181927411797161
7534,boned,4.900380901649449
7535,styre,5.254213348345254
7536,etape,4.556329539049775
7537,tozed,4.516520389382483
7538,betas,5.554752113425452
7539,ranee,5.226513188356358
7540,louis,5.35701927945434
7541,roods,4.741739923428787
7542,alant,4.528732516220461
7543,sheer,4.913912302783664
7544,trass,5.087330958710058
7545,corby,4.410928686148538
7546,hunky,3.83652023300648
7547,alifs,5.070873959899362
7548,dills,4.540535740326114
7549,binds,4.835814291577336
7550,apple,4.317121514490145
7551,curie,5.1106936022087215
7552,waver,4.553087713328629
7553,mooli,4.131457963101974
7554,typto,3.6524623985069127
7555,reddy,4.1046220668659945
7556,souks,4.422773343416793
7557,menus,5.187505930946624
7558,enjoy,3.9465515895755443
7559,repeg,4.287905374947578
7560,stork,4.947663101542009
7561,poufs,4.579795219328402
7562,blobs,4.19943071260828
7563,plait,4.98992584693734
7564,doucs,4.917134913335107
7565,chawk,3.673437353984864
7566,muffs,3.5159655688824145
7567,guids,4.761152291789846
7568,happy,3.63116131348321
7569,gares,5.862602003782104
7570,evite,4.075105058225239
7571,drift,4.403421141589439
7572,pling,4.232748497590332
7573,nevel,4.070392918799146
7574,puppy,2.5578297585646856
7575,glaze,4.4250631729445065
7576,fogou,3.275839804901567
7577,rakus,5.205417974547183
7578,horns,5.266344822885066
7579,kandy,4.450370228791059
7580,rouen,5.2882701439700455
7581,fores,5.518583622978227
7582,shiny,4.739397886560861
7583,vangs,4.651452522095391
7584,fasts,4.564539438320232
7585,glyph,3.6509768818262494
7586,slews,4.471306509247415
7587,calve,4.748534414418129
7588,craws,4.952157664708499
7589,kofta,4.325315870877132
7590,teend,4.534106641725741
7591,kokra,4.0910738363891355
7592,rooky,3.9229631740449693
7593,ayahs,4.4211620545227674
7594,sills,4.156775531869922
7595,mikra,4.6612749149747845
7596,tooth,3.3908035038162687
7597,curls,5.098697085396988
7598,blert,4.8492062039355535
7599,sweep,4.344003238067888
7600,soldo,4.582082086404438
7601,farms,5.052167768176981
7602,brave,4.649470336421283
7603,tewed,4.176427697556447
7604,ooped,4.26077688693489
7605,sango,5.2184907870138915
7606,alowe,4.926905690761667
7607,altho,4.719063707055172
7608,shank,4.777676825532369
7609,luffs,3.742735791826944
7610,roids,5.465237056587016
7611,lance,5.271370723205427
7612,wicks,4.254845758481579
7613,until,4.520774036669323
7614,tykes,4.986498163366355
7615,besot,5.159041802789255
7616,sites,5.239871405999788
7617,fique,3.7238168431128797
7618,zoppa,3.376888593990739
7619,clerk,4.568892252154097
7620,hence,4.2188319112369665
7621,owler,4.8061295789623575
7622,ameba,4.0611377681352465
7623,lilac,4.200174994455156
7624,gisms,4.210086496950532
7625,looey,4.5617242745032165
7626,nudzh,3.3921140049604404
7627,shalt,5.235603177001233
7628,keels,4.795968125328616
7629,knaur,4.5995080659455825
7630,cered,4.626959069333787
7631,haoma,4.187226998357984
7632,plonk,4.284133151422286
7633,burps,4.7290058418095295
7634,filly,3.5487687860618515
7635,styes,4.725448429543491
7636,lifts,4.861931440874431
7637,powny,4.052755347507996
7638,parka,4.239521345951169
7639,monic,4.495503811982932
7640,enate,4.821963743343418
7641,piece,4.378794036770878
7642,ileus,5.291458958313967
7643,fonds,4.744873039328424
7644,fleas,5.2983423804811345
7645,graft,4.424694131751231
7646,erick,4.5535893008864345
7647,trogs,5.186057506479326
7648,breed,4.416238638667773
7649,amlas,4.72493852670592
7650,ishes,4.587419103298657
7651,frown,3.9866128788285753
7652,tosas,5.121232852043312
7653,stimy,4.712523956893552
7654,hooky,3.522375457023388
7655,priss,4.651701988140408
7656,whang,3.8992996213884012
7657,betta,4.36132339416602
7658,sipes,5.001999063669564
7659,prial,5.061599191265746
7660,semes,4.484688585090271
7661,fixer,4.144663253560912
7662,ghaut,4.343826814289011
7663,mysid,4.456105195136791
7664,softs,4.4058539490894155
7665,miggs,3.963837823682412
7666,poted,5.000453532915094
7667,tenty,4.264300334847994
7668,rohes,5.5820831662406345
7669,dicht,4.18558951689626
7670,gamba,3.6928588207858315
7671,camps,4.91408757701258
7672,meath,4.955960552727801
7673,mimer,4.365621753140119
7674,kebab,3.8502722196418864
7675,bykes,4.6603667461374405
7676,puses,4.7607788088844405
7677,rehem,4.281781498747537
7678,bayou,4.400584847636171
7679,glaur,4.730954235298937
7680,guqin,3.5071184362638315
7681,manga,4.021239570305503
7682,mayst,4.885808329206851
7683,click,3.4645511692175943
7684,toras,5.874145100963184
7685,malty,4.811280406103746
7686,dubbo,3.3994258647724775
7687,globs,4.699114713412917
7688,tribe,5.075185145124795
7689,jures,4.955195408995755
7690,oucht,4.131280387902381
7691,stonk,4.792897557179767
7692,hakea,4.322225794788805
7693,patte,4.642207855301916
7694,tsubo,4.453269160844177
7695,chout,4.273646508188263
7696,treyf,4.405669997124661
7697,three,4.724490770326175
7698,haste,5.4864999235983
7699,sepoy,5.156581595809398
7700,lutes,5.5412122962424055
7701,longe,4.981346379749267
7702,dimly,4.373779286829459
7703,mayas,4.606335594206855
7704,cakes,5.398315022875546
7705,thank,4.404905554359556
7706,cheep,3.937403390871728
7707,rugal,4.704381366216637
7708,siker,5.406995881193975
7709,yawey,4.0016469183176575
7710,snits,4.731908253215711
7711,neddy,3.904182859709855
7712,alpha,3.9080831258862823
7713,linos,5.4157447080952394
7714,solah,5.378594872989044
7715,ruder,4.328640220439843
7716,susus,2.9089950887278313
7717,coals,5.526525003321457
7718,raids,5.66977160040984
7719,known,3.2110901100935516
7720,orgic,4.377081688066387
7721,merse,4.934176986224248
7722,mumsy,3.6492207003423482
7723,prong,4.415955141963164
7724,daunt,4.891518879550997
7725,heyed,4.086637036599384
7726,afire,5.04205966274797
7727,duels,5.292893158649306
7728,aredd,4.5147133508500215
7729,anent,4.475633455172332
7730,usher,4.803255303750234
7731,belee,3.7805713655964066
7732,gytes,5.030059202019758
7733,weave,3.95600068337533
7734,impot,4.284990974398813
7735,salto,5.6414204329608015
7736,ragis,5.481968203623464
7737,laiks,5.377945048940923
7738,yugas,4.790362038052041
7739,turns,5.284720125999344
7740,decan,4.996923865126288
7741,picra,4.80127867749652
7742,tamis,5.489936217016567
7743,nalas,5.030759592236999
7744,kyang,4.064301376175218
7745,pipes,4.724535758088919
7746,tauld,4.966701001186761
7747,weest,4.4297139245300245
7748,space,5.292539021091872
7749,butes,5.2235792731394115
7750,steek,4.648431978841659
7751,twins,4.801747012016426
7752,daurs,5.4861285596659375
7753,doing,4.526060058578969
7754,bambi,3.724548380545863
7755,taxer,4.891198969206341
7756,jiver,4.014495168579891
7757,sloom,4.412554787489351
7758,spend,4.966295650202418
7759,redye,4.4241921286417885
7760,coths,4.864858619565964
7761,curbs,4.735437048817306
7762,crick,3.6032708619154947
7763,tavas,4.519482018916749
7764,hynde,4.412540851027385
7765,glogg,2.8679128146731934
7766,salic,5.383605792112232
7767,hijab,3.7268081235898616
7768,gally,3.996214063406164
7769,sharp,5.011237273679615
7770,bhang,4.054595111209263
7771,tufas,4.936147058200527
7772,resew,4.614271082310972
7773,twigs,4.505019953908283
7774,ocher,4.650490775682725
7775,alloy,4.232594784772999
7776,rewth,4.497360929923697
7777,culty,4.347427612885471
7778,cuddy,3.339732907295713
7779,scram,5.06046495911098
7780,baghs,4.638462021767108
7781,khoja,3.695247374486821
7782,salvo,4.995544274361129
7783,phyla,4.27636213434238
7784,bread,5.042204855945613
7785,dench,4.42441078486904
7786,chaff,3.1763543951238984
7787,tutee,3.999346671708177
7788,donny,3.90508169610186
7789,imago,4.396339686091352
7790,chore,4.896510291644267
7791,yarns,5.456495988601537
7792,zaidy,4.200382201852861
7793,xrays,4.572760191732404
7794,comae,5.119040997756858
7795,varec,4.846856862973582
7796,medle,4.408401341679692
7797,blays,4.9119954729355175
7798,podgy,4.075288863134646
7799,clown,4.129449142974532
7800,braky,4.386386708126203
7801,vraic,4.409415757529205
7802,fango,4.332501383239555
7803,rangi,4.902610613118805
7804,pawks,4.56407346923892
7805,chace,4.106746872580487
7806,surfy,4.542629559230622
7807,perve,4.1286862041333
7808,masse,4.9693590116087805
7809,heigh,3.815200369460895
7810,yawns,4.813774939179821
7811,sulky,4.554711838090604
7812,morph,4.382702140688423
7813,saree,5.700036055112428
7814,sheel,4.8329084593808735
7815,endow,4.224021338421504
7816,tarts,5.106643144369079
7817,heare,4.89467618584867
7818,amuse,5.131550048875662
7819,tinds,5.1657455254059625
7820,coyly,3.7382893249137017
7821,kulak,3.7983226821869263
7822,buiks,4.574425053691582
7823,mohos,4.221087732992041
7824,kayak,3.192784432502223
7825,louse,5.398220712982448
7826,saned,5.762219365048607
7827,cimar,4.87165274849678
7828,locks,4.804360691462742
7829,bales,5.7250164987230185
7830,agree,4.809472703201823
7831,soaps,4.93288396504623
7832,blaff,3.371328669604951
7833,lisps,4.530715175369904
7834,hapus,4.926496247369197
7835,smoor,4.506019680440034
7836,eight,4.400111738793358
7837,perry,4.248664885676284
7838,sooms,4.02368974695038
7839,jived,3.768024063107427
7840,maneh,5.021945215595074
7841,teils,5.759752302999417
7842,tiger,5.095807115984773
7843,jumpy,3.215146469438873
7844,toned,5.233840072460234
7845,swees,4.151023521931585
7846,crapy,4.604578249768254
7847,rhyme,4.453568756532065
7848,aunty,4.737128452909716
7849,scuts,4.297260600685055
7850,front,4.547212773223016
7851,tenge,4.442642409747728
7852,deave,4.29010318985087
7853,goofs,3.9804205037327236
7854,nines,4.9557661426121085
7855,voter,4.849742475719398
7856,cowps,4.466237550518712
7857,exert,3.8286255523691173
7858,rakis,5.445452938819097
7859,clues,5.334493882392405
7860,clime,4.813769157926331
7861,dovie,4.6503088959588075
7862,thegn,4.389805946949597
7863,staff,3.9812568292837933
7864,impis,3.9533847364507944
7865,pecks,4.75660205169121
7866,taffy,3.6203224719824334
7867,brers,4.641568352761601
7868,jenny,3.4260526924598635
7869,eland,5.05898254405494
7870,duits,5.122022344559379
7871,parle,5.51769050419784
7872,mulct,4.250354995405925
7873,asked,4.934516913119818
7874,calps,5.200150525041681
7875,taler,5.6703431614504805
7876,gaths,4.965003723045275
7877,adoze,4.454314659735261
7878,eyers,4.768432194475159
7879,gamer,5.09568112935907
7880,plane,5.20544406992806
7881,auxin,4.148522640573373
7882,manas,4.861400478269294
7883,corso,4.497625546662031
7884,dwale,4.838745533175579
7885,sices,5.002418943710474
7886,milty,4.546043435425753
7887,nifes,5.162064715326871
7888,aside,5.33258870706828
7889,slave,5.217279888050673
7890,neeps,4.775366625933275
7891,poxes,4.840793014078128
7892,meads,5.497490274349881
7893,droop,4.012023331270887
7894,litre,5.385592063594781
7895,whoof,2.993461793695483
7896,resit,5.58264202814954
7897,snots,4.767811614203259
7898,sophy,4.596424338759316
7899,buxom,3.400718265283465
7900,deist,5.338656132636604
7901,uptie,4.743439512225737
7902,bronc,4.408990577802311
7903,xysti,3.941743923529337
7904,snugs,4.141791511682775
7905,vodka,4.04543490279133
7906,shout,4.89823353404334
7907,ottos,3.8612662500596335
7908,dream,5.058275911471658
7909,ought,4.046064181066728
7910,choir,4.6183311382927865
7911,rebus,5.187923283184769
7912,cuvee,3.8690457471838453
7913,viola,4.631812118344175
7914,masts,4.82104966203575
7915,lirot,5.184273671695947
7916,rough,4.3381032337979875
7917,palay,4.303842789809507
7918,webby,3.280494289625621
7919,piked,4.558300159228379
7920,basto,5.107926610866369
7921,afrit,4.754922943228609
7922,skiff,3.465034870522721
7923,trued,5.086615918972168
7924,urned,4.958650164892567
7925,marsh,5.0383858557001275
7926,buffs,3.41754891290723
7927,panic,4.716904462274826
7928,cocoa,3.493302899385744
7929,ocker,4.620413220795585
7930,fluyt,3.893491868689305
7931,yelms,5.085754098729375
7932,yowes,5.023128250683439
7933,dekes,4.685496805971216
7934,agros,5.325209599517928
7935,surge,5.280147328399406
7936,loral,4.661249175452102
7937,rafts,5.235479043184642
7938,sedan,5.595883018866279
7939,roper,4.537361647362264
7940,steys,4.541044742751474
7941,zakat,3.576494410338401
7942,mased,5.384438274202147
7943,blits,5.039588307114226
7944,pearl,5.334381079957789
7945,hoped,4.678206365755133
7946,kotow,3.4424867657713425
7947,blunt,4.296720655369728
7948,comma,3.9049630785611438
7949,roupy,4.528114174672032
7950,coxal,4.22905840658903
7951,yogee,4.348836284880654
7952,gowns,4.58272307460601
7953,epics,4.942096303985101
7954,trade,5.43407232845985
7955,ostia,5.104726617017323
7956,bokeh,4.382706943730059
7957,gleed,4.282834605169017
7958,nards,5.518196134078636
7959,raser,5.176820180523448
7960,naans,4.295986677174615
7961,drier,4.61496383712904
7962,fluid,4.153966914092235
7963,dorse,5.566298419739898
7964,pedro,4.93340078680837
7965,debby,3.61387270929815
7966,roked,4.945927230236056
7967,clems,5.04279122207677
7968,ounce,4.788359008853495
7969,potsy,4.7705191719131586
7970,roars,5.143577545846136
7971,poovy,3.3303943154428204
7972,wames,5.290997378057573
7973,recco,4.239885282330144
7974,glode,4.803080941559257
7975,thebe,4.068113707995844
7976,nizam,4.0814636800286
7977,boils,5.237617520483811
7978,sport,5.1630322943621865
7979,issei,3.9347377989881753
7980,nawab,3.681145979764615
7981,fikes,4.8959010753141
7982,baloo,4.278605389409384
7983,chimp,3.8101814085379777
7984,caged,4.857449080756549
7985,romps,5.027747662544594
7986,twist,3.911215789595848
7987,clift,4.186610773298984
7988,pippy,2.781431009683424
7989,hadal,4.183767375268312
7990,mimes,4.729462607098136
7991,shine,5.311590399204587
7992,jazzy,2.562133035506549
7993,softa,5.073018341093425
7994,siver,5.173398884374761
7995,dyked,3.623718699120511
7996,ovate,4.779960381686901
7997,covet,4.5748518191079315
7998,sedum,4.917090549227813
7999,ziram,4.364815991641767
8000,naked,4.9205218988159976
8001,biros,5.319425093704317
8002,niece,4.498948590936282
8003,biffy,3.003354878198141
8004,wrast,4.977074459240147
8005,banes,5.666361501999916
8006,halms,5.110356857230846
8007,potts,4.507886023345456
8008,gooey,4.245333699853304
8009,sayon,5.289445906956364
8010,slate,5.87091746898523
8011,cites,5.543035148799175
8012,segos,4.825749561838004
8013,infra,4.4543630672887735
8014,oiled,5.183914539258663
8015,toshy,4.691227889819574
8016,scrow,4.638997034706586
8017,hesps,4.481182547204175
8018,meshy,4.597344635658088
8019,pratt,4.34904514511685
8020,jiggy,2.7674825455936403
8021,widdy,3.2844951769635724
8022,limbo,4.337578240804945
8023,delta,5.2800171281622585
8024,fudge,4.048362266887195
8025,roker,4.403313664884165
8026,whims,4.307505925242408
8027,gonna,4.102600692693745
8028,shore,5.488260787751881
8029,sdein,5.225805093748798
8030,thoft,3.4545233085498217
8031,apses,5.006985634092986
8032,tomia,4.999688563559406
8033,peags,5.348135038776004
8034,abhor,4.455697859740728
8035,pelta,5.216864835155452
8036,lyard,4.831907683605229
8037,funny,3.2400760256378205
8038,booth,3.762146346745663
8039,rotis,5.6026214013376805
8040,adrad,3.761186150564394
8041,idler,4.994301531170876
8042,bedad,4.191470704425511
8043,trode,5.26440225671532
8044,sadhu,4.849561434889385
8045,pacha,3.8236733905881994
8046,aloof,3.9589579974934144
8047,crags,5.128968104266088
8048,briss,4.550621562249698
8049,enema,4.338972037751929
8050,henna,4.333069205953084
8051,slats,5.034341392147322
8052,bungs,4.444229174849946
8053,dempt,4.5042852723501285
8054,visor,4.732265027354639
8055,mekka,3.930045527261571
8056,pilar,5.113411366758892
8057,laver,5.003986776297136
8058,peens,4.883506329683605
8059,vixen,3.877428349048045
8060,stean,5.558423387643888
8061,spina,5.168963029585012
8062,tikka,3.9419809239713426
8063,nomos,4.4455850806368735
8064,misgo,4.614980156448011
8065,gadge,4.205391830019513
8066,atoke,4.994817060148938
8067,stedd,4.392554518827543
8068,punas,5.191777648554412
8069,sceat,5.436513288113194
8070,tiyin,3.900214761979216
8071,coper,5.014687866412749
8072,aboon,4.014829699205157
8073,denay,5.084415821941792
8074,locus,5.031255377065014
8075,caaed,4.686950261712485
8076,wasps,4.3138820009758625
8077,flash,4.516586913854699
8078,fraim,4.552139319412446
8079,weets,4.665701350614123
8080,siler,5.802811876459986
8081,ajies,5.170133818578745
8082,bidet,4.838969580714094
8083,jeels,4.386227633975685
8084,coact,4.245246937309601
8085,rhomb,4.086879105010939
8086,goban,4.514088939253037
8087,ecads,5.19121828124187
8088,nadas,4.843711919501562
8089,keech,3.7497842584512244
8090,lepra,5.226518548395804
8091,oaked,4.951255322404265
8092,sirra,5.014897891345848
8093,faena,4.357612474624673
8094,algae,4.570632653092893
8095,broil,4.795222133530163
8096,cedes,4.83289772315881
8097,cylix,3.6699376395022236
8098,sowce,4.988199720311732
8099,flexi,3.7744122235012227
8100,board,4.958574769653753
8101,tangy,4.649382131834038
8102,token,4.96079088144948
8103,purda,4.724002241986323
8104,mulla,4.0022199782294345
8105,gulph,3.856819864647876
8106,toque,4.318035019776794
8107,pongy,4.217204234730885
8108,culet,4.949573783641363
8109,liana,4.632791615041715
8110,miche,4.4736300570262895
8111,pions,5.248697260828214
8112,pawls,4.948620904059024
8113,crook,3.8500300726782313
8114,saris,5.35541423792891
8115,boult,4.570184056200494
8116,opens,5.185169129491678
8117,shans,4.678058642382152
8118,gecko,4.249627750197644
8119,cadee,4.755539982158184
8120,hoyas,5.105198854722915
8121,urged,4.656642446884344
8122,lapis,5.459758587941699
8123,braza,3.6529318237218664
8124,bayes,5.384466814653719
8125,lulus,3.6181966527333786
8126,whops,4.35717977031179
8127,roach,4.8092257345828475
8128,loggy,3.622014487345146
8129,klong,4.132727896464904
8130,odahs,4.951995073463451
8131,hippy,3.3621962855744965
8132,hypos,4.5201675039072144
8133,khats,4.906194072345192
8134,degus,4.948129093242495
8135,kiack,3.7460121544762206
8136,fyrds,4.451829413525848
8137,duply,4.136144424029721
8138,soral,5.741290355330239
8139,biali,4.152182617282911
8140,siroc,5.286159179297464
8141,rosit,5.403170678488198
8142,virtu,4.269749647130086
8143,stour,5.16941712651671
8144,shist,4.424279388610534
8145,gulls,4.140540673800601
8146,yapon,4.651575614785531
8147,bipod,4.305909111184376
8148,tuffs,3.7566359223960846
8149,lodge,4.836871048670024
8150,humas,4.905930960661017
8151,chaws,4.500835795180453
8152,bibbs,3.2608150681150554
8153,lurid,4.8214221508176
8154,smart,5.319663419387494
8155,cines,5.531446079202612
8156,barry,4.174569108384628
8157,crios,5.37096095641781
8158,gites,5.43755334096365
8159,wells,4.44870422232396
8160,dohyo,3.5502782662973713
8161,bydes,4.8544538311460474
8162,freit,4.831435101017035
8163,repot,5.108970006915549
8164,vibex,3.5887298486070325
8165,turks,4.96514999554262
8166,train,5.285405747193538
8167,skunk,3.747703978399353
8168,grabs,4.996647913570846
8169,mulse,5.066315464123326
8170,owned,4.542828528940649
8171,lamby,4.37418575632594
8172,deres,5.248329340890837
8173,light,4.245932377661417
8174,scrum,4.599889735296287
8175,mahwa,3.5306659115949404
8176,larum,4.875479766353964
8177,azure,4.614505398564291
8178,idees,4.862970830618085
8179,suber,5.2328457145871035
8180,shily,4.807486375652321
8181,murre,4.32828615549489
8182,wawes,4.634800111586164
8183,nonyl,3.86107026094036
8184,cymes,4.915465144794117
8185,users,4.743314421396153
8186,yabas,4.466814282970443
8187,forms,4.857700756217792
8188,slunk,4.638146743479894
8189,trunk,4.400493834833663
8190,saver,5.4114138009672175
8191,zowie,4.180689963412149
8192,foody,3.5170442708263328
8193,morro,3.584677340318799
8194,guimp,3.9203134955201704
8195,levee,3.441526743464464
8196,titch,3.642758554389334
8197,ralph,4.750632351463011
8198,jills,3.906292616376196
8199,gride,4.916049515886921
8200,stive,4.911021313418873
8201,gests,4.711332715222396
8202,bebop,3.753248180940427
8203,regur,4.0803925322016354
8204,flisk,4.243816248761898
8205,biers,5.440431854534637
8206,poach,4.484753503755645
8207,jaaps,4.089814759892027
8208,aidas,4.928000226272822
8209,minty,4.479927913886688
8210,fovea,4.429856330464092
8211,unarm,4.592329277511739
8212,dover,4.701964939553578
8213,karma,4.187353802349191
8214,spume,4.8626379695419715
8215,reeve,3.527464016771065
8216,pekoe,4.2577822157693275
8217,yeggs,4.123383126766179
8218,lindy,4.5171384840856845
8219,kests,4.663069225292183
8220,nowts,4.854363249137512
8221,depth,4.467300953945229
8222,sumph,4.299938039444466
8223,hamed,4.874066991475206
8224,trull,4.08011221297139
8225,voted,4.598744330190194
8226,scant,5.161239178505935
8227,yumps,4.339463540464507
8228,wanks,4.769550342925158
